Entschuldigung, kann ich bitte eine Durchsage machen, ich habe meinen Sohn verloren?;1
Verkauft ihr Spardosen?;1
Hat gar nichts mehr mit der ÖVP zu tun?;1
Ist das EULA konform?;1
Mit dem Auto?;1
Der Hammer, oder?;1
Befürchtet er etwa lückenhafte Berichterstattung?;1
Warum?;0
Was gibt es zu verbergen?;0
Das wärs doch auch für dich, oder?;1
Woran merke ich, dass mein Kind hochbegabt ist?;0
Den letzten Satz habt ihr gelesen?;1
Wie bescheuert ist der denn?;0
Wer weiß denn sowas?;0
Heißt das er will 2019 gehen?;1
Bist du schon dabei?;1
Und hast dich direkt dafür qualifiziert?;1
Wo kommen eigentlich all diese Geisteskranken her ?;0
Gibt es Chemnitz überhaupt?;1
Was meinst du genau?;0
Du möchtest dich optimal auf die Aufnahme- bzw. Eignungsprüfung für die Berufsmaturität vorbereiten?;1
Wie blind ist der Mann?;0
Schritt in die richtige Richtung?;1
Du hast Amazon Prime und Twitch?;1
Doch wen und was genau meint Christoph damit?;0
Wie geil ist das denn?;0
Wen interessiert das welche Waffen du hast?;0
Wann werden denn die Spieltage 7 bis x terminiert?;0
Wie groß ist dein Haus?;0
Und was ist die Erkenntnis?;0
Was quält Dich so?;0
Darf man dich, jetzt wo du zur Einrichtung gehörst, endlich reinlassen?;1
Wie soll man den denn essen?;0
Die sind komplett schon erhältlich?;1
Wem gehören diese Schmuckstücke?;0
Was erhoffen sich die Menschen davon?;0
Was brüllt man so jemandem entgegen?;0
Dahinter ist doch Licht, oder?;1
Was soll das sein?;0
Ist das dieser Datenjournalismus, von dem alle reden?;1
Darf das was kosten?;1
Wie groß ist denn die Küche?;0
Sind wir nicht alle ein bisschen Helene Fischer  ?;1
Wo sind wir heute?;0
Was denkst du was die bei mir Sonntag Nacht als erstes untersucht haben?;0
Brauchen sie besondere Unterstützung ?;1
Und was ist mit Watson?;0
Was soll denn dieser Blödsinn ?;0
Denke Sie wirklich ich hätte dies noch nicht getan?;1
Gibt es Chemnitz überhaupt?;1
Wem soll ich folgen?;0
Wird das eine Doktorarbeit?;1
Was macht Wirecard eigentlich genau?;0
Warum machen Banken das Geschäft nicht?;0
Lassen sich Arbeitstreffen im Krankenhaus und zu Hause als Dienstreise abrechnen?;1
Sind deine Leute motiviert?;1
Wisst ihr noch, die Neunziger, als man dachte, der Cyberspace würde sich als Parallelwelt entwickeln?;1
Was wünscht ihr euch vor 20.00Uhr?;0
Jetzt mal ehrlich, warum wär's denn aggressiv geworden?;0
Ist das etwa gerecht?;1
Wurde seitens des DFB schon der neue Fan-Scout vorgestellt?;1
Ist es zutreffend, dass Sie Vorträge halten?;1
Wie grauenhaft ist das denn?;0
Wo bist du?;0
Und Sie glauben tatsächlich, dass Vermieter dadurch mehr Lust bekommen ihre Wohnungen zu vermieten?;1
Ist Grün jetzt das neue Braun?;1
Das wie vielte mal ist das inzwischen?;0
Was ist dir lieber, Durchgangsbahnhof oder Endhaltestelle?;0
Ist jemand von euch in dem Video zusehen?;1
Bisher ist er mit dem Aussitzen ja gut gefahren, warum sollte er an der Strategie was ändern?;0
Hast du den Computer mal hoch- und runtergefahren?;1
Wie kommt man denn auf sowas?;0
Warum komme ich darauf?;0
Wo kommt der her?;0
Was für einen Sinn macht das?;0
Gab es da eines?;1
Bin ich zurück, bevor es dunkel wird?;1
Was wurde reingenommen?;0
Woher kommst du denn?;0
Muss ich das Fahrrad auch zusammen bauen?;1
Wo bin ich?;0
Wisst ihr warum Deutschland keine Bananenrepublik ist?;1
Befürchtet er etwa lückenhafte Berichterstattung?;1
Belächelst du das etwa?;1
Was gehört auf eurem Brot unter die Marmelade?;0
Haare abschneiden lassen?;1
Wie stellt ihr euch den Nahverkehr der Zukunft vor?;0
Habt ihr einen genialen Einfall?;1
Sind die bei euch auch so neugierig?;1
Was soll das darstellen?;0
Wem fällt noch was ein?;0
Ach wer hat dazu aufgerufen?;0
Hallo, können sie eine Sendung von mir an eine Packstation umleiten ?;1
Wer von Euch ist heute in Ingolstadt live dabei?;0
Ist nicht Mord lebenslänglich?;1
Kann er diese Topform halten?;1
Wieso hab ich das Gefühl der Joke ist geklaut?;0
Was ist denn das für ne Stimmung hier?;0
Was machen Studienabbrecher nach ihrem Studium?;0
Wieso denkt meine Mutter eigentlich immer, dass ich untrainierte und nicht vorhandene Muskeln hätte?;0
War es ein Raubüberfall?;1
Bestehen gerade technische Probleme?;1
Du meinst die natürliche Gegenwehr gegen die Blockade, und die Entscheidung der Polizei?;1
Würdest du das denn machen?;1
Sie waren nicht dabei?;1
Warst du auch mal im Meer schwimmen?;1
Wer hätte es gewusst?;0
Kommt jetzt noch ein Konzert?;1
Papa, kann ich bitte bitte 3 Kugeln Eis haben?;1
Was genau schaffe ich Ihrer Meinung nach?;0
Wir können doch mehr, oder?;1
Warum soll ein sofortiger Rodungsstopp nicht möglich sein?;0
Bei niedrigen Zinsen steigt das Interesse, stimmt`s?;1
Wo sehen sie da denn Rassismus?;0
Wieviel Brandenburg steckt in uns?;0
Wann wird mein Freund natürlich krank?;0
Was genau sagt die Follower-Zahl darüber aus?;0
Immer noch teure Kostenfallen?;1
Hast du mal Drogen probiert?;1
Warum geh ich auch immer wieder unter Menschen?;0
Ist ein Katapult mit Blume obendrauf ein Veilchenbeschleuniger?;1
Also streamst du die Community-Besprechung?;1
Welchen Weg nimmt Plastik in den Ozeanen?;0
Wie groß seid ihr?;0
Gibt es dann einen Lolli, wenn man ihn richtig schreibt?;1
Na ja, immerhin hält sie wohl blaue Trikots erstmal für den HSV...also sehr solides Branding?;1
Wer kann uns helfen?;0
Hätten wir das nicht schonmal und ich fragte nach Tipps?;1
Wie oft durftest du das bis heute schon schreiben?;0
Darf ich Nominierungen abgeben?;1
Wie schauts bei dir?;0
Woher weißt Du denn so genau, dass ich keine Ahnung von Fußball habe, hm?;0
Mit Containern die (Eisen-)Bahn steuern?;1
Ist der Finanzminister nicht ein SPD -ler?;1
Vollkornbrot, Mehrkornbrot, Sonnenblumenkernbrot, Mohnbrot oder normales Brot?;0
Einfach mal in einem ganzen Stadtviertel das Rauchen verbieten?;1
Du hast schon irgendeine Zwangsstörung, oder?;1
Was sollen Familien an einem solchen Anlass?;0
Wie können Fußball-Klubs innovativ sein?;0
Vielleicht auch einfach mal Sport und Politik trennen?;1
Von wann genau ist der letzte Sendungsstatus und wie lautet dieser?;0
Kann es sein, dass das nur Deine subjektive Einschätzung ist?;1
Du wurdest als Mann aktiv angeschrieben?;1
Du siehst blass aus, bekommst du eine Erkältung?;1
Aber Spaß beiseite, ist irgendwas für den Stream geplant?;1
Was nimmste denn so die Stunde?;0
Wie findet man die wahre Liebe?;0
Warum stand das heute nicht in der Zeitung?;0
Woran erinnert mich das?;0
Kann ich einziehen?;1
Kann man diesen Anwalt nicht für solche Falschaussagen belangen?;1
Was passiert, wenn man lebendig begraben wird?;0
Ihr wisst aber schon, dass ihr alle einen an der Klatsche habt?;1
Aber wie kommst du jetzt drauf?;0
Was kostet er denn?;0
Wissen Sie, was zu tun ist?;1
Also wieso werden die Bauhäuser nicht geräumt?;0
Was ist gelb, gebogen und vollständig normiert?;0
Woher stammen also alle deine angeblichen Fans?;0
Und das hat jetzt so lange gedauert?;1
Soll ich dir den Unterschied erklären?;1
Woher wollt ihr das bitte wissen?;0
Kann jemand Haare bändigen?;1
Kann die Bundeswehr bitte in Zukunft so die ausländischen Staatsgäste begrüßen?;1
Hast du denn den Weltwoche Artikel dazu bereits gelesen?;1
Wie war das nochmals mit der Miss-Wahl?;0
War`s denn auch spaßig?;1
Sind 8 Jahre zu viel?;1
Aber viele Netzwerke nehmen nicht einmal 10 Euro ein und sollen dafür ein Gewerbe anmelden?;1
Ach und hab ich Lästereien schon erwähnt?;1
Ach, und das legt wer einfach so fest?;0
Kannst du nicht einfach gesund sein?;1
Immer noch teure Kostenfallen?;1
Schon vergessen?;1
Und woher will man das wissen?;0
Was machen die mit uns?;0
Sie würden gerne weiter phantasieren?;1
Warum darf man Holunderbeeren nicht roh essen?;0
Lust auf eine Lernsession nach der Mittagspause?;1
Habt ihr eigentlich zu irgendeinem Game beigetragen?;1
Wieviel Sinn machen die allgemeinen Ernährungsempfehlungen?;0
Hallo Thomas, hast du inzwischen Zeit gehabt, die Schritte durchzuführen?;1
Hat jetzt niemanden so wirklich überrascht, oder?;1
Wie ist die momentane Lage in Chemnitz?;0
Spielst du auch auf der PS4?;1
Moment, wo ist meine Brille?;0
Was soll die Politik machen?;0
Einen Arzt zwingen, dort zu arbeiten?;1
Sind das nicht tolle Deals?;1
Woher kommt das Salz im Meer?;0
Warum ist mein Mann nicht auf so eine gute Idee gekommen?;0
Kann jeder mitmachen?;1
Wo geht es hin?;0
Den ganzen Tag zu Hause, aber klingelt nicht, sondern liefert an den Nachbarn?;1
Sehe ich unten rechts (auf der Packung) Möhren?;1
Naja, wie soll man denn sonst ihren originalen Tweet verstehen?;0
Ist das ein Imperativ oder ein Tippfehler?;0
Was heißt denn angezweifelt?;0
Wer sagt denn, dass die sich nicht als Lateinamerikaner fühlen?;0
Weiß jemand wieso es in Berlin so mega angekokelt riecht?;1
Brennts wieder irgendwo oder hab ich was verpasst?;0
Was haben wir letzte Woche gelernt?;0
Wer fährt mit uns nach Berlin?;0
Ihr habt noch keine Karte für die BuchBerlin?;1
Wieso schaust du die Videos auf seinem Kanal komplett durch?;0
Viel zu tun?;1
Ist das relevant?;1
Du willst progressiv sein?;1
Und dann kann es losgehen?;1
Kann ich bitte nach Hause?;1
Hast du das auch grade gehört?;1
Woher sollte ich wissen, dass Mathe in diesem Studium eine Rolle spielt?;0
Habt Ihr Euch den Skin und/oder die anderen Gegenstände geholt?;1
Was hast du bitte gesagt?;0
Obwohl: will man es wirklich wissen?;1
Wer gewinnt die Schlacht der Tech-Giganten?;0
Bestellst du nie was?;1
Warum leiden so junge Leute schon an Gedächtnisschwund?;0
Du willst Beweise?;1
Ist das euer Ernst?;1
Und was reimt sich auf meinen Namen ?;0
Ihr wollte tolle Bilder und einen Spielbericht zur Begegnung unserer Ersten?;1
Soll ich meinen Job kündigen und hauptberuflich Streamerin werden?;1
Doch woher kommt das Thema eigentlich?;0
Bin ich der einzige, der es fehlinterpretieren würde?;1
Muss man Ihnen das jetzt ernsthaft immer noch erklären?;1
Wuhu habt ihr was gefunden?;1
Woher kenne ich das bloß?;0
Wer holt das erste Spiel des Tages?;0
Was ist durchsichtig und rennt dem Rudel hinterher?;0
Wie versenkt man ein U-Boot?;0
Magst du vielleicht mal kurz bei uns arbeiten?;1
Was heilt wirklich?;0
Wie gefällt uns das?;0
Was lebt im Wald und malt an Bäume?;0
